Date,statename,average_expected_count,observed_number,excess_deaths,state
2019-08-10,Idaho,265.0,246.0,-19.0,ID
2019-08-17,Idaho,265.0,244.0,-21.0,ID
2019-08-24,Idaho,267.0,249.0,-18.0,ID
2019-08-31,Idaho,266.0,273.0,7.0,ID
2019-09-07,Idaho,271.0,282.0,11.0,ID
2019-09-14,Idaho,275.0,261.0,-14.0,ID
2019-09-21,Idaho,276.0,264.0,-12.0,ID
2019-09-28,Idaho,277.0,272.0,-5.0,ID
2019-10-05,Idaho,282.0,267.0,-15.0,ID
2019-10-12,Idaho,279.0,249.0,-30.0,ID
2019-10-19,Idaho,278.0,280.0,2.0,ID
2019-10-26,Idaho,280.0,266.0,-14.0,ID
2019-11-02,Idaho,281.0,299.0,18.0,ID
2019-11-09,Idaho,276.0,285.0,9.0,ID
2019-11-16,Idaho,275.0,284.0,9.0,ID
2019-11-23,Idaho,277.0,238.0,-39.0,ID
2019-11-30,Idaho,283.0,267.0,-16.0,ID
2019-12-07,Idaho,285.0,268.0,-17.0,ID
2019-12-14,Idaho,290.0,282.0,-8.0,ID
2019-12-21,Idaho,293.0,313.0,20.0,ID
2019-12-28,Idaho,301.0,285.0,-16.0,ID
2020-01-04,Idaho,294.0,278.0,-16.0,ID
2020-01-11,Idaho,292.0,292.0,0.0,ID
2020-01-18,Idaho,293.0,293.0,0.0,ID
2020-01-25,Idaho,295.0,275.0,-20.0,ID
2020-02-01,Idaho,292.0,249.0,-43.0,ID
2020-02-08,Idaho,295.0,292.0,-3.0,ID
2020-02-15,Idaho,298.0,279.0,-19.0,ID
2020-02-22,Idaho,299.0,318.0,19.0,ID
2020-02-29,Idaho,296.0,290.0,-6.0,ID
2020-03-07,Idaho,296.0,278.0,-18.0,ID
2020-03-14,Idaho,295.0,282.0,-13.0,ID
2020-03-21,Idaho,293.0,308.0,15.0,ID
2020-03-28,Idaho,292.0,332.0,40.0,ID
2020-04-04,Idaho,292.0,271.0,-21.0,ID
2020-04-11,Idaho,287.0,306.0,19.0,ID
2020-04-18,Idaho,284.0,283.0,-1.0,ID
2020-04-25,Idaho,282.0,262.0,-20.0,ID
2020-05-02,Idaho,278.0,252.0,-26.0,ID
2020-05-09,Idaho,276.0,304.0,28.0,ID
2020-05-16,Idaho,280.0,269.0,-11.0,ID
2020-05-23,Idaho,282.0,262.0,-20.0,ID
2020-05-30,Idaho,280.0,279.0,-1.0,ID
2020-06-06,Idaho,282.0,292.0,10.0,ID
2020-06-13,Idaho,279.0,287.0,8.0,ID
2020-06-20,Idaho,277.0,282.0,5.0,ID
2020-06-27,Idaho,273.0,296.0,23.0,ID
2020-07-04,Idaho,271.0,284.0,13.0,ID
2020-07-11,Idaho,267.0,290.0,23.0,ID
2020-07-18,Idaho,265.0,315.0,50.0,ID
2020-07-25,Idaho,262.0,331.0,69.0,ID
2020-08-01,Idaho,260.0,330.0,70.0,ID
2020-08-08,Idaho,260.0,315.0,55.0,ID
2020-08-15,Idaho,261.0,322.0,61.0,ID
2020-08-22,Idaho,265.0,364.0,99.0,ID
2020-08-29,Idaho,265.0,330.0,65.0,ID
2020-09-05,Idaho,268.0,356.0,88.0,ID
2020-09-12,Idaho,271.0,324.0,53.0,ID
2020-09-19,Idaho,272.0,323.0,51.0,ID
2020-09-26,Idaho,269.0,294.0,25.0,ID
2020-10-03,Idaho,272.0,329.0,57.0,ID
2020-10-10,Idaho,274.0,302.0,28.0,ID
2020-10-17,Idaho,273.0,328.0,55.0,ID
2020-10-24,Idaho,276.0,344.0,68.0,ID
2020-10-31,Idaho,278.0,356.0,78.0,ID
2020-11-07,Idaho,274.0,369.0,95.0,ID
2020-11-14,Idaho,270.0,413.0,143.0,ID
2020-11-21,Idaho,269.0,385.0,116.0,ID
2020-11-28,Idaho,271.0,414.0,143.0,ID
2020-12-05,Idaho,274.0,380.0,106.0,ID
2020-12-12,Idaho,282.0,304.0,22.0,ID
2017-01-14,Illinois,2210.0,2329.0,119.0,IL
2017-01-21,Illinois,2200.0,2298.0,98.0,IL
2017-01-28,Illinois,2199.0,2195.0,-4.0,IL
2017-02-04,Illinois,2182.0,2238.0,56.0,IL
2017-02-11,Illinois,2167.0,2262.0,95.0,IL
2017-02-18,Illinois,2170.0,2278.0,108.0,IL
2017-02-25,Illinois,2153.0,2225.0,72.0,IL
2017-03-04,Illinois,2152.0,2132.0,-20.0,IL
2017-03-11,Illinois,2133.0,2188.0,55.0,IL
2017-03-18,Illinois,2130.0,2104.0,-26.0,IL
2017-03-25,Illinois,2120.0,2225.0,105.0,IL
2017-04-01,Illinois,2103.0,2115.0,12.0,IL
2017-04-08,Illinois,2086.0,2083.0,-3.0,IL
2017-04-15,Illinois,2062.0,2120.0,58.0,IL
2017-04-22,Illinois,2036.0,1943.0,-93.0,IL
2017-04-29,Illinois,2011.0,1961.0,-50.0,IL
2017-05-06,Illinois,1996.0,1924.0,-72.0,IL
2017-05-13,Illinois,1980.0,1929.0,-51.0,IL
2017-05-20,Illinois,1968.0,2024.0,56.0,IL
2017-05-27,Illinois,1953.0,1945.0,-8.0,IL
2017-06-03,Illinois,1947.0,1941.0,-6.0,IL
2017-06-10,Illinois,1942.0,1944.0,2.0,IL
2017-06-17,Illinois,1931.0,1881.0,-50.0,IL
2017-06-24,Illinois,1929.0,1897.0,-32.0,IL
2017-07-01,Illinois,1928.0,1829.0,-99.0,IL
2017-07-08,Illinois,1932.0,1869.0,-63.0,IL
2017-07-15,Illinois,1923.0,1878.0,-45.0,IL
2017-07-22,Illinois,1922.0,1859.0,-63.0,IL
2017-07-29,Illinois,1911.0,1858.0,-53.0,IL
2017-08-05,Illinois,1907.0,1884.0,-23.0,IL
2017-08-12,Illinois,1905.0,1947.0,42.0,IL
2017-08-19,Illinois,1911.0,1890.0,-21.0,IL
2017-08-26,Illinois,1920.0,1887.0,-33.0,IL
2017-09-02,Illinois,1924.0,1878.0,-46.0,IL
2017-09-09,Illinois,1938.0,1972.0,34.0,IL
2017-09-16,Illinois,1950.0,2040.0,90.0,IL
2017-09-23,Illinois,1964.0,2038.0,74.0,IL
2017-09-30,Illinois,1959.0,1956.0,-3.0,IL
2017-10-07,Illinois,1976.0,2020.0,44.0,IL
2017-10-14,Illinois,1985.0,1841.0,-144.0,IL
2017-10-21,Illinois,1991.0,1925.0,-66.0,IL
2017-10-28,Illinois,1999.0,2015.0,16.0,IL
2017-11-04,Illinois,2006.0,2058.0,52.0,IL
2017-11-11,Illinois,2016.0,2052.0,36.0,IL
2017-11-18,Illinois,2022.0,2092.0,70.0,IL
2017-11-25,Illinois,2050.0,2047.0,-3.0,IL
2017-12-02,Illinois,2087.0,2102.0,15.0,IL
2017-12-09,Illinois,2111.0,2222.0,111.0,IL
2017-12-16,Illinois,2132.0,2170.0,38.0,IL
2017-12-23,Illinois,2166.0,2193.0,27.0,IL
2017-12-30,Illinois,2201.0,2408.0,207.0,IL
2018-01-06,Illinois,2230.0,2589.0,359.0,IL
2018-01-13,Illinois,2245.0,2671.0,426.0,IL
2018-01-20,Illinois,2235.0,2460.0,225.0,IL
2018-01-27,Illinois,2235.0,2416.0,181.0,IL
2018-02-03,Illinois,2203.0,2171.0,-32.0,IL
2018-02-10,Illinois,2181.0,2256.0,75.0,IL
2018-02-17,Illinois,2178.0,2199.0,21.0,IL
2018-02-24,Illinois,2190.0,2258.0,68.0,IL
2018-03-03,Illinois,2180.0,2145.0,-35.0,IL
2018-03-10,Illinois,2165.0,2058.0,-107.0,IL
2018-03-17,Illinois,2142.0,2093.0,-49.0,IL
2018-03-24,Illinois,2139.0,2171.0,32.0,IL
2018-03-31,Illinois,2131.0,2040.0,-91.0,IL
2018-04-07,Illinois,2113.0,2100.0,-13.0,IL
2018-04-14,Illinois,2067.0,2129.0,62.0,IL
2018-04-21,Illinois,2030.0,2049.0,19.0,IL
2018-04-28,Illinois,2014.0,2077.0,63.0,IL
2018-05-05,Illinois,1998.0,2167.0,169.0,IL
2018-05-12,Illinois,1987.0,1903.0,-84.0,IL
2018-05-19,Illinois,1973.0,1891.0,-82.0,IL
2018-05-26,Illinois,1952.0,1899.0,-53.0,IL
2018-06-02,Illinois,1948.0,1923.0,-25.0,IL
2018-06-09,Illinois,1949.0,1882.0,-67.0,IL
2018-06-16,Illinois,1928.0,1872.0,-56.0,IL
2018-06-23,Illinois,1910.0,1885.0,-25.0,IL
2018-06-30,Illinois,1900.0,1932.0,32.0,IL
2018-07-07,Illinois,1904.0,1876.0,-28.0,IL
2018-07-14,Illinois,1906.0,1961.0,55.0,IL
2018-07-21,Illinois,1911.0,1918.0,7.0,IL
2018-07-28,Illinois,1895.0,1912.0,17.0,IL
2018-08-04,Illinois,1888.0,1898.0,10.0,IL
2018-08-11,Illinois,1892.0,1829.0,-63.0,IL
2018-08-18,Illinois,1904.0,1815.0,-89.0,IL
2018-08-25,Illinois,1924.0,1884.0,-40.0,IL
2018-09-01,Illinois,1931.0,1883.0,-48.0,IL
2018-09-08,Illinois,1936.0,1929.0,-7.0,IL
2018-09-15,Illinois,1959.0,1938.0,-21.0,IL
2018-09-22,Illinois,1982.0,1984.0,2.0,IL
2018-09-29,Illinois,1973.0,1981.0,8.0,IL
2018-10-06,Illinois,1968.0,2034.0,66.0,IL
2018-10-13,Illinois,1964.0,1947.0,-17.0,IL
2018-10-20,Illinois,1976.0,2045.0,69.0,IL
2018-10-27,Illinois,1994.0,2018.0,24.0,IL
2018-11-03,Illinois,2023.0,2070.0,47.0,IL
2018-11-10,Illinois,2049.0,2052.0,3.0,IL
2018-11-17,Illinois,2060.0,2013.0,-47.0,IL
2018-11-24,Illinois,2065.0,2097.0,32.0,IL
2018-12-01,Illinois,2105.0,2048.0,-57.0,IL
2018-12-08,Illinois,2140.0,2068.0,-72.0,IL
2018-12-15,Illinois,2164.0,2138.0,-26.0,IL
2018-12-22,Illinois,2227.0,2010.0,-217.0,IL
2018-12-29,Illinois,2271.0,2028.0,-243.0,IL
2019-01-05,Illinois,2322.0,2176.0,-146.0,IL
2019-01-12,Illinois,2343.0,2109.0,-234.0,IL
2019-01-19,Illinois,2309.0,2143.0,-166.0,IL
2019-01-26,Illinois,2305.0,2130.0,-175.0,IL
2019-02-02,Illinois,2284.0,2204.0,-80.0,IL
2019-02-09,Illinois,2269.0,2269.0,0.0,IL
2019-02-16,Illinois,2243.0,2131.0,-112.0,IL
2019-02-23,Illinois,2233.0,2105.0,-128.0,IL
2019-03-02,Illinois,2213.0,2103.0,-110.0,IL
2019-03-09,Illinois,2198.0,2112.0,-86.0,IL
2019-03-16,Illinois,2177.0,2160.0,-17.0,IL
2019-03-23,Illinois,2171.0,2053.0,-118.0,IL
2019-03-30,Illinois,2156.0,2092.0,-64.0,IL
2019-04-06,Illinois,2153.0,2122.0,-31.0,IL
2019-04-13,Illinois,2124.0,1969.0,-155.0,IL
2019-04-20,Illinois,2113.0,2014.0,-99.0,IL
2019-04-27,Illinois,2084.0,1980.0,-104.0,IL
2019-05-04,Illinois,2047.0,1985.0,-62.0,IL
2019-05-11,Illinois,2033.0,1996.0,-37.0,IL
2019-05-18,Illinois,2023.0,1995.0,-28.0,IL
2019-05-25,Illinois,2001.0,2044.0,43.0,IL
2019-06-01,Illinois,1992.0,1998.0,6.0,IL
2019-06-08,Illinois,1979.0,1975.0,-4.0,IL
2019-06-15,Illinois,1969.0,1898.0,-71.0,IL
2019-06-22,Illinois,1965.0,1943.0,-22.0,IL
2019-06-29,Illinois,1966.0,1908.0,-58.0,IL
2019-07-06,Illinois,1975.0,1951.0,-24.0,IL
2019-07-13,Illinois,1964.0,1856.0,-108.0,IL
2019-07-20,Illinois,1969.0,1935.0,-34.0,IL
2019-07-27,Illinois,1962.0,1866.0,-96.0,IL
2019-08-03,Illinois,1960.0,1909.0,-51.0,IL
2019-08-10,Illinois,1959.0,1877.0,-82.0,IL
2019-08-17,Illinois,1954.0,1856.0,-98.0,IL
2019-08-24,Illinois,1969.0,1891.0,-78.0,IL
2019-08-31,Illinois,1986.0,1907.0,-79.0,IL
2019-09-07,Illinois,2011.0,1843.0,-168.0,IL
2019-09-14,Illinois,2025.0,1963.0,-62.0,IL
2019-09-21,Illinois,2038.0,1962.0,-76.0,IL
2019-09-28,Illinois,2042.0,2004.0,-38.0,IL
2019-10-05,Illinois,2043.0,1970.0,-73.0,IL
2019-10-12,Illinois,2051.0,2023.0,-28.0,IL
2019-10-19,Illinois,2069.0,2124.0,55.0,IL
2019-10-26,Illinois,2068.0,2126.0,58.0,IL
2019-11-02,Illinois,2086.0,2021.0,-65.0,IL
2019-11-09,Illinois,2100.0,2113.0,13.0,IL
2019-11-16,Illinois,2111.0,2129.0,18.0,IL
2019-11-23,Illinois,2125.0,2024.0,-101.0,IL
2019-11-30,Illinois,2149.0,2091.0,-58.0,IL
2019-12-07,Illinois,2154.0,2082.0,-72.0,IL
2019-12-14,Illinois,2162.0,2132.0,-30.0,IL
2019-12-21,Illinois,2179.0,2103.0,-76.0,IL
2019-12-28,Illinois,2205.0,2172.0,-33.0,IL
2020-01-04,Illinois,2203.0,2191.0,-12.0,IL
2020-01-11,Illinois,2241.0,2252.0,11.0,IL
2020-01-18,Illinois,2238.0,2231.0,-7.0,IL
2020-01-25,Illinois,2244.0,2199.0,-45.0,IL
2020-02-01,Illinois,2219.0,2137.0,-82.0,IL
2020-02-08,Illinois,2213.0,2232.0,19.0,IL
2020-02-15,Illinois,2189.0,2217.0,28.0,IL
2020-02-22,Illinois,2173.0,2206.0,33.0,IL
2020-02-29,Illinois,2145.0,2208.0,63.0,IL
2020-03-07,Illinois,2142.0,2253.0,111.0,IL
2020-03-14,Illinois,2124.0,2192.0,68.0,IL
2020-03-21,Illinois,2107.0,2281.0,174.0,IL
2020-03-28,Illinois,2095.0,2303.0,208.0,IL
2020-04-04,Illinois,2071.0,2621.0,550.0,IL
2020-04-11,Illinois,2053.0,2869.0,816.0,IL
2020-04-18,Illinois,2033.0,2912.0,879.0,IL
2020-04-25,Illinois,2003.0,3010.0,1007.0,IL
2020-05-02,Illinois,1983.0,2950.0,967.0,IL
2020-05-09,Illinois,1968.0,2961.0,993.0,IL
2020-05-16,Illinois,1947.0,2864.0,917.0,IL
2020-05-23,Illinois,1940.0,2638.0,698.0,IL
2020-05-30,Illinois,1933.0,2547.0,614.0,IL
2020-06-06,Illinois,1923.0,2509.0,586.0,IL
2020-06-13,Illinois,1914.0,2269.0,355.0,IL
2020-06-20,Illinois,1898.0,2254.0,356.0,IL
2020-06-27,Illinois,1896.0,2131.0,235.0,IL
2020-07-04,Illinois,1892.0,2188.0,296.0,IL
2020-07-11,Illinois,1888.0,2195.0,307.0,IL
2020-07-18,Illinois,1882.0,2093.0,211.0,IL
2020-07-25,Illinois,1879.0,2040.0,161.0,IL
2020-08-01,Illinois,1872.0,2076.0,204.0,IL
2020-08-08,Illinois,1870.0,2145.0,275.0,IL
2020-08-15,Illinois,1871.0,2129.0,258.0,IL
2020-08-22,Illinois,1872.0,2155.0,283.0,IL
2020-08-29,Illinois,1889.0,2124.0,235.0,IL
2020-09-05,Illinois,1911.0,2203.0,292.0,IL
2020-09-12,Illinois,1932.0,2086.0,154.0,IL
2020-09-19,Illinois,1949.0,2085.0,136.0,IL
2020-09-26,Illinois,1974.0,2302.0,328.0,IL
2020-10-03,Illinois,1986.0,2153.0,167.0,IL
2020-10-10,Illinois,1988.0,2348.0,360.0,IL
2020-10-17,Illinois,1995.0,2292.0,297.0,IL
2020-10-24,Illinois,2011.0,2302.0,291.0,IL
2020-10-31,Illinois,2018.0,2472.0,454.0,IL
2020-11-07,Illinois,2032.0,2701.0,669.0,IL
2020-11-14,Illinois,2039.0,2910.0,871.0,IL
2020-11-21,Illinois,2046.0,3184.0,1138.0,IL
2020-11-28,Illinois,2060.0,3148.0,1088.0,IL
2020-12-05,Illinois,2077.0,3233.0,1156.0,IL
2020-12-12,Illinois,2093.0,3107.0,1014.0,IL
2017-01-14,Indiana,1364.0,1428.0,64.0,IN
2017-01-21,Indiana,1354.0,1410.0,56.0,IN
2017-01-28,Indiana,1340.0,1376.0,36.0,IN
2017-02-04,Indiana,1321.0,1314.0,-7.0,IN
2017-02-11,Indiana,1309.0,1387.0,78.0,IN
2017-02-18,Indiana,1313.0,1383.0,70.0,IN
2017-02-25,Indiana,1314.0,1425.0,111.0,IN
2017-03-04,Indiana,1321.0,1421.0,100.0,IN
2017-03-11,Indiana,1318.0,1385.0,67.0,IN
2017-03-18,Indiana,1312.0,1377.0,65.0,IN
2017-03-25,Indiana,1294.0,1364.0,70.0,IN
2017-04-01,Indiana,1286.0,1345.0,59.0,IN
2017-04-08,Indiana,1272.0,1337.0,65.0,IN
2017-04-15,Indiana,1259.0,1342.0,83.0,IN
2017-04-22,Indiana,1243.0,1226.0,-17.0,IN
2017-04-29,Indiana,1233.0,1206.0,-27.0,IN
2017-05-06,Indiana,1218.0,1196.0,-22.0,IN
2017-05-13,Indiana,1208.0,1274.0,66.0,IN
2017-05-20,Indiana,1198.0,1167.0,-31.0,IN
2017-05-27,Indiana,1190.0,1202.0,12.0,IN
2017-06-03,Indiana,1181.0,1160.0,-21.0,IN
2017-06-10,Indiana,1176.0,1251.0,75.0,IN
2017-06-17,Indiana,1166.0,1209.0,43.0,IN
2017-06-24,Indiana,1165.0,1149.0,-16.0,IN
2017-07-01,Indiana,1171.0,1209.0,38.0,IN
2017-07-08,Indiana,1172.0,1193.0,21.0,IN
2017-07-15,Indiana,1169.0,1145.0,-24.0,IN
2017-07-22,Indiana,1177.0,1176.0,-1.0,IN
2017-07-29,Indiana,1180.0,1160.0,-20.0,IN
2017-08-05,Indiana,1174.0,1161.0,-13.0,IN
2017-08-12,Indiana,1172.0,1175.0,3.0,IN
2017-08-19,Indiana,1178.0,1173.0,-5.0,IN
2017-08-26,Indiana,1172.0,1140.0,-32.0,IN
2017-09-02,Indiana,1179.0,1208.0,29.0,IN
2017-09-09,Indiana,1183.0,1157.0,-26.0,IN
2017-09-16,Indiana,1194.0,1181.0,-13.0,IN
2017-09-23,Indiana,1207.0,1186.0,-21.0,IN
2017-09-30,Indiana,1215.0,1220.0,5.0,IN
2017-10-07,Indiana,1215.0,1212.0,-3.0,IN
2017-10-14,Indiana,1218.0,1154.0,-64.0,IN
2017-10-21,Indiana,1225.0,1201.0,-24.0,IN
2017-10-28,Indiana,1225.0,1274.0,49.0,IN
2017-11-04,Indiana,1235.0,1269.0,34.0,IN
2017-11-11,Indiana,1244.0,1227.0,-17.0,IN
2017-11-18,Indiana,1259.0,1251.0,-8.0,IN
2017-11-25,Indiana,1284.0,1294.0,10.0,IN
2017-12-02,Indiana,1303.0,1202.0,-101.0,IN
2017-12-09,Indiana,1326.0,1312.0,-14.0,IN
2017-12-16,Indiana,1341.0,1356.0,15.0,IN
2017-12-23,Indiana,1368.0,1387.0,19.0,IN
2017-12-30,Indiana,1388.0,1432.0,44.0,IN
2018-01-06,Indiana,1412.0,1522.0,110.0,IN
2018-01-13,Indiana,1422.0,1583.0,161.0,IN
2018-01-20,Indiana,1418.0,1536.0,118.0,IN
2018-01-27,Indiana,1393.0,1491.0,98.0,IN
2018-02-03,Indiana,1385.0,1447.0,62.0,IN
2018-02-10,Indiana,1375.0,1475.0,100.0,IN
2018-02-17,Indiana,1366.0,1339.0,-27.0,IN
2018-02-24,Indiana,1380.0,1336.0,-44.0,IN
2018-03-03,Indiana,1395.0,1268.0,-127.0,IN
2018-03-10,Indiana,1385.0,1308.0,-77.0,IN
2018-03-17,Indiana,1371.0,1304.0,-67.0,IN
2018-03-24,Indiana,1352.0,1281.0,-71.0,IN
2018-03-31,Indiana,1342.0,1338.0,-4.0,IN
2018-04-07,Indiana,1329.0,1279.0,-50.0,IN
2018-04-14,Indiana,1308.0,1296.0,-12.0,IN
2018-04-21,Indiana,1287.0,1277.0,-10.0,IN
2018-04-28,Indiana,1266.0,1247.0,-19.0,IN
2018-05-05,Indiana,1249.0,1277.0,28.0,IN
2018-05-12,Indiana,1240.0,1222.0,-18.0,IN
2018-05-19,Indiana,1232.0,1187.0,-45.0,IN
2018-05-26,Indiana,1226.0,1178.0,-48.0,IN
2018-06-02,Indiana,1213.0,1150.0,-63.0,IN
2018-06-09,Indiana,1219.0,1166.0,-53.0,IN
2018-06-16,Indiana,1213.0,1190.0,-23.0,IN
2018-06-23,Indiana,1208.0,1143.0,-65.0,IN
2018-06-30,Indiana,1202.0,1223.0,21.0,IN
2018-07-07,Indiana,1198.0,1210.0,12.0,IN
2018-07-14,Indiana,1204.0,1132.0,-72.0,IN
2018-07-21,Indiana,1212.0,1165.0,-47.0,IN
2018-07-28,Indiana,1208.0,1175.0,-33.0,IN
2018-08-04,Indiana,1201.0,1203.0,2.0,IN
2018-08-11,Indiana,1195.0,1166.0,-29.0,IN
2018-08-18,Indiana,1201.0,1137.0,-64.0,IN
2018-08-25,Indiana,1208.0,1220.0,12.0,IN
2018-09-01,Indiana,1210.0,1255.0,45.0,IN
2018-09-08,Indiana,1211.0,1217.0,6.0,IN
2018-09-15,Indiana,1213.0,1156.0,-57.0,IN
2018-09-22,Indiana,1232.0,1169.0,-63.0,IN
2018-09-29,Indiana,1241.0,1222.0,-19.0,IN
2018-10-06,Indiana,1241.0,1231.0,-10.0,IN
2018-10-13,Indiana,1243.0,1199.0,-44.0,IN
2018-10-20,Indiana,1251.0,1233.0,-18.0,IN
2018-10-27,Indiana,1250.0,1290.0,40.0,IN
2018-11-03,Indiana,1264.0,1256.0,-8.0,IN
2018-11-10,Indiana,1283.0,1197.0,-86.0,IN
2018-11-17,Indiana,1280.0,1313.0,33.0,IN
2018-11-24,Indiana,1297.0,1233.0,-64.0,IN
2018-12-01,Indiana,1319.0,1272.0,-47.0,IN
2018-12-08,Indiana,1343.0,1367.0,24.0,IN
2018-12-15,Indiana,1371.0,1323.0,-48.0,IN
2018-12-22,Indiana,1418.0,1273.0,-145.0,IN
2018-12-29,Indiana,1442.0,1403.0,-39.0,IN
2019-01-05,Indiana,1478.0,1326.0,-152.0,IN
2019-01-12,Indiana,1500.0,1329.0,-171.0,IN
2019-01-19,Indiana,1498.0,1276.0,-222.0,IN
2019-01-26,Indiana,1483.0,1325.0,-158.0,IN
2019-02-02,Indiana,1458.0,1387.0,-71.0,IN
2019-02-09,Indiana,1438.0,1407.0,-31.0,IN
2019-02-16,Indiana,1424.0,1309.0,-115.0,IN
2019-02-23,Indiana,1419.0,1367.0,-52.0,IN
2019-03-02,Indiana,1402.0,1277.0,-125.0,IN
2019-03-09,Indiana,1399.0,1331.0,-68.0,IN
2019-03-16,Indiana,1391.0,1375.0,-16.0,IN
2019-03-23,Indiana,1381.0,1337.0,-44.0,IN
2019-03-30,Indiana,1373.0,1317.0,-56.0,IN
2019-04-06,Indiana,1357.0,1356.0,-1.0,IN
2019-04-13,Indiana,1344.0,1251.0,-93.0,IN
2019-04-20,Indiana,1322.0,1262.0,-60.0,IN
2019-04-27,Indiana,1307.0,1276.0,-31.0,IN
2019-05-04,Indiana,1280.0,1262.0,-18.0,IN
2019-05-11,Indiana,1263.0,1290.0,27.0,IN
2019-05-18,Indiana,1254.0,1255.0,1.0,IN
2019-05-25,Indiana,1249.0,1300.0,51.0,IN
2019-06-01,Indiana,1242.0,1213.0,-29.0,IN
2019-06-08,Indiana,1238.0,1214.0,-24.0,IN
2019-06-15,Indiana,1230.0,1206.0,-24.0,IN
2019-06-22,Indiana,1236.0,1233.0,-3.0,IN
2019-06-29,Indiana,1229.0,1219.0,-10.0,IN
2019-07-06,Indiana,1230.0,1201.0,-29.0,IN
2019-07-13,Indiana,1233.0,1171.0,-62.0,IN
2019-07-20,Indiana,1228.0,1258.0,30.0,IN
2019-07-27,Indiana,1227.0,1155.0,-72.0,IN
2019-08-03,Indiana,1231.0,1177.0,-54.0,IN
2019-08-10,Indiana,1234.0,1186.0,-48.0,IN
2019-08-17,Indiana,1239.0,1247.0,8.0,IN
2019-08-24,Indiana,1238.0,1141.0,-97.0,IN
2019-08-31,Indiana,1242.0,1147.0,-95.0,IN
2019-09-07,Indiana,1248.0,1217.0,-31.0,IN
2019-09-14,Indiana,1253.0,1284.0,31.0,IN
2019-09-21,Indiana,1260.0,1208.0,-52.0,IN
2019-09-28,Indiana,1257.0,1232.0,-25.0,IN
2019-10-05,Indiana,1265.0,1190.0,-75.0,IN
2019-10-12,Indiana,1281.0,1246.0,-35.0,IN
2019-10-19,Indiana,1287.0,1266.0,-21.0,IN
2019-10-26,Indiana,1286.0,1272.0,-14.0,IN
2019-11-02,Indiana,1297.0,1341.0,44.0,IN
2019-11-09,Indiana,1302.0,1278.0,-24.0,IN
2019-11-16,Indiana,1301.0,1291.0,-10.0,IN
2019-11-23,Indiana,1322.0,1321.0,-1.0,IN
2019-11-30,Indiana,1342.0,1320.0,-22.0,IN
2019-12-07,Indiana,1353.0,1339.0,-14.0,IN
2019-12-14,Indiana,1371.0,1326.0,-45.0,IN
2019-12-21,Indiana,1388.0,1404.0,16.0,IN
2019-12-28,Indiana,1384.0,1325.0,-59.0,IN
2020-01-04,Indiana,1393.0,1469.0,76.0,IN
2020-01-11,Indiana,1406.0,1386.0,-20.0,IN
2020-01-18,Indiana,1406.0,1389.0,-17.0,IN
2020-01-25,Indiana,1399.0,1421.0,22.0,IN
2020-02-01,Indiana,1388.0,1378.0,-10.0,IN
2020-02-08,Indiana,1386.0,1362.0,-24.0,IN
2020-02-15,Indiana,1370.0,1429.0,59.0,IN
2020-02-22,Indiana,1365.0,1409.0,44.0,IN
2020-02-29,Indiana,1350.0,1447.0,97.0,IN
2020-03-07,Indiana,1352.0,1370.0,18.0,IN
2020-03-14,Indiana,1349.0,1404.0,55.0,IN
2020-03-21,Indiana,1345.0,1327.0,-18.0,IN
2020-03-28,Indiana,1330.0,1485.0,155.0,IN
2020-04-04,Indiana,1315.0,1581.0,266.0,IN
2020-04-11,Indiana,1302.0,1629.0,327.0,IN
2020-04-18,Indiana,1284.0,1509.0,225.0,IN
2020-04-25,Indiana,1264.0,1593.0,329.0,IN
2020-05-02,Indiana,1252.0,1531.0,279.0,IN
2020-05-09,Indiana,1234.0,1581.0,347.0,IN
2020-05-16,Indiana,1223.0,1567.0,344.0,IN
2020-05-23,Indiana,1210.0,1469.0,259.0,IN
2020-05-30,Indiana,1206.0,1380.0,174.0,IN
2020-06-06,Indiana,1198.0,1394.0,196.0,IN
2020-06-13,Indiana,1194.0,1389.0,195.0,IN
2020-06-20,Indiana,1192.0,1352.0,160.0,IN
2020-06-27,Indiana,1191.0,1376.0,185.0,IN
2020-07-04,Indiana,1187.0,1352.0,165.0,IN
2020-07-11,Indiana,1185.0,1363.0,178.0,IN
2020-07-18,Indiana,1181.0,1389.0,208.0,IN
2020-07-25,Indiana,1178.0,1321.0,143.0,IN
2020-08-01,Indiana,1179.0,1371.0,192.0,IN
2020-08-08,Indiana,1175.0,1353.0,178.0,IN
2020-08-15,Indiana,1178.0,1376.0,198.0,IN
2020-08-22,Indiana,1184.0,1364.0,180.0,IN
2020-08-29,Indiana,1190.0,1367.0,177.0,IN
2020-09-05,Indiana,1193.0,1273.0,80.0,IN
2020-09-12,Indiana,1196.0,1339.0,143.0,IN
2020-09-19,Indiana,1201.0,1411.0,210.0,IN
2020-09-26,Indiana,1208.0,1439.0,231.0,IN
2020-10-03,Indiana,1214.0,1409.0,195.0,IN
2020-10-10,Indiana,1227.0,1433.0,206.0,IN
2020-10-17,Indiana,1241.0,1515.0,274.0,IN
2020-10-24,Indiana,1247.0,1503.0,256.0,IN
2020-10-31,Indiana,1259.0,1573.0,314.0,IN
2020-11-07,Indiana,1269.0,1627.0,358.0,IN
2020-11-14,Indiana,1280.0,1691.0,411.0,IN
2020-11-21,Indiana,1283.0,1898.0,615.0,IN
